,spring_solution_0,spring_solution_1,spring_solution_2,spring_solution_3,spring_solution_4,spring_solution_5,spring_solution_6,spring_solution_7,spring_solution_8,spring_solution_9,spring_solution_10,spring_solution_11,spring_solution_12,spring_solution_13,spring_solution_14,spring_solution_15,spring_solution_16,spring_solution_17,spring_solution_18,spring_solution_19,spring_solution_20,spring_solution_21,spring_solution_22,spring_solution_23,spring_solution_24,spring_solution_25,spring_solution_26,spring_solution_27,spring_solution_28,spring_solution_29
0,31029.02631373375,90659.704372534,22810.83065935719,6322.768756551523,0.05689653587179881,19748.526300275393,0.09704145224269503,1669.817067133364,38180.020759044826,9711.72899486301,52669.56493440177,1874.0274239865146,5665.385839485145,302.01256325815143,11306.271033477866,4014.8387303802565,58821.665138102835,23613.771064799723,72057.33750543887,2888.8825292455044,38994.340767342896,15045.308454132315,0.2580327434348523,22810.83065935719,0.04771257580141734,22810.83065935719,2363.711603719893,6595.780879548501,0.0329600122099586,9793.69452301715
1,22525.48105743146,53037.80968246014,1041.561251524035,1753.4483452280515,0.05689653587179881,2364.1869284276963,0.09704145224269503,194.2395501061071,0.08013289461236704,3470.611534519613,23794.38891980779,1082.7923952750784,2619.5771765748736,302.01256325815143,4467.308089805378,2319.812902795564,24571.016098521377,7596.643520426741,50271.16264837506,1173.3875449962707,111.49058195382761,9697.583832457578,0.2580327434348523,20635.68144213207,0.04771257580141734,22810.83065935719,0.023241805148454198,3391.670293320194,0.0329600122099586,0.03403424875383868
2,9693.438397983418,22810.83065935719,90.68314492152601,382.8772647828495,0.024686178703943584,538.6730462736799,0.09704145224269503,0.04503036921899706,0.08013289461236704,21.675413493857196,376.54819765387623,530.372602008519,1030.2967813451146,302.01256325815143,0.06519858354213588,1241.4744985905277,20846.063882732586,753.5927158965147,20187.116316047173,337.1376793721245,0.03722577924671947,0.08610313462928926,0.015250517824965367,0.025637695605956457,0.01393699624303279,14216.617868397367,0.023241805148454198,692.503126983392,0.0329600122099586,0.03403424875383868
3,4035.8780431750847,20120.89472751944,0.013566047654798224,11.41413620695997,0.024686178703943584,4.103735493273476,0.09704145224269503,0.04503036921899706,0.08013289461236704,21.675413493857196,0.0526740825922961,181.82376920182264,0.033889098655899154,302.01256325815143,0.06519858354213588,577.0416594886249,17603.33941083589,0.027223320209139854,8225.100626388086,26.15983297372957,0.03722577924671947,0.021697472204088235,0.015250517824965367,0.025637695605956457,0.01393699624303279,9455.081291688262,0.023241805148454198,270.80251507905376,0.0329600122099586,0.02160281628608543
4,1412.0444260019838,13364.44334158077,0.013566047654798224,0.01610152150955614,0.024686178703943584,0.014690682026661876,0.09704145224269503,0.04503036921899706,0.08013289461236704,21.675413493857196,0.0526740825922961,0.027072714459064326,0.033889098655899154,302.01256325815143,0.02057839083169368,202.58528055657928,11090.344432165157,0.027223320209139854,3035.2258574201787,0.017008161560644813,0.03722577924671947,0.021697472204088235,0.015250517824965367,0.025637695605956457,0.013409471549968943,6137.005106350452,0.023241805148454198,54.84066870899167,0.0329600122099586,0.02160281628608543
5,77.64004459580465,8396.30242179391,0.013566047654798224,0.01610152150955614,0.024686178703943584,0.014690682026661876,0.01874518683208364,0.020571121836284716,0.020997737537080983,21.675413493857196,0.0526740825922961,0.027072714459064326,0.033889098655899154,0.01332363169161287,0.02057839083169368,4.673208865248073,3965.160043289295,0.027223320209139854,346.11250756369196,0.017008161560644813,0.03722577924671947,0.021697472204088235,0.015250517824965367,0.025637695605956457,0.013409471549968943,1043.9223527017887,0.023241805148454198,0.01631231752501597,0.0329600122099586,0.02160281628608543
6,0.01707109868004804,4777.844354263872,0.013566047654798224,0.01610152150955614,0.024058353996148647,0.014690682026661876,0.01737948688400407,0.020571121836284716,0.019505657785426275,21.675413493857196,0.01953534719669442,0.027072714459064326,0.021218271791606826,0.01332363169161287,0.02057839083169368,0.019344977641100727,0.059905152714402166,0.027223320209139854,42.98275908480905,0.017008161560644813,0.03722577924671947,0.021697472204088235,0.015250517824965367,0.025637695605956457,0.013409471549968943,358.7590236930008,0.023241805148454198,0.01631231752501597,0.0329600122099586,0.02160281628608543
7,0.01707109868004804,1951.3525025612716,0.013566047654798224,0.01610152150955614,0.01729280381727276,0.014690682026661876,0.01737948688400407,0.020571121836284716,0.018094079669858893,3.560951227319012,0.01953534719669442,0.027072714459064326,0.0132197317194366,0.01332363169161287,0.016057314565122733,0.019344977641100727,0.059905152714402166,0.027223320209139854,0.015521653361711959,0.017008161560644813,0.03722577924671947,0.021697472204088235,0.015250517824965367,0.017890322070441673,0.013409471549968943,54.41315594237963,0.019333505641432082,0.01631231752501597,0.013034767815375242,0.02160281628608543
8,0.01707109868004804,115.38820962747484,0.013566047654798224,0.01610152150955614,0.01729280381727276,0.014257268256251268,0.01737948688400407,0.013059941727593193,0.018094079669858893,0.013969493608860023,0.013303931328232195,0.027072714459064326,0.0132197317194366,0.01332363169161287,0.016057314565122733,0.019344977641100727,0.017460012978285443,0.027223320209139854,0.015521653361711959,0.017008161560644813,0.03722577924671947,0.021697472204088235,0.015250517824965367,0.017890322070441673,0.013409471549968943,0.015327078297825423,0.019333505641432082,0.01631231752501597,0.013034767815375242,0.02160281628608543
9,0.01707109868004804,0.01384326006038755,0.013566047654798224,0.01610152150955614,0.013511298086816559,0.014257268256251268,0.01737948688400407,0.013059941727593193,0.013301551382549447,0.013969493608860023,0.013303931328232195,0.025595344469154593,0.0132197317194366,0.01332363169161287,0.016057314565122733,0.01618636638808932,0.017460012978285443,0.018062297871779945,0.015521653361711959,0.017008161560644813,0.03722577924671947,0.021697472204088235,0.014343768554444077,0.017890322070441673,0.013409471549968943,0.0139653379062922,0.019333505641432082,0.01631231752501597,0.013034767815375242,0.02160281628608543
