,Himmelblau_solution_0,Himmelblau_solution_1,Himmelblau_solution_2,Himmelblau_solution_3,Himmelblau_solution_4,Himmelblau_solution_5,Himmelblau_solution_6,Himmelblau_solution_7,Himmelblau_solution_8,Himmelblau_solution_9,Himmelblau_solution_10,Himmelblau_solution_11,Himmelblau_solution_12,Himmelblau_solution_13,Himmelblau_solution_14,Himmelblau_solution_15,Himmelblau_solution_16,Himmelblau_solution_17,Himmelblau_solution_18,Himmelblau_solution_19,Himmelblau_solution_20,Himmelblau_solution_21,Himmelblau_solution_22,Himmelblau_solution_23,Himmelblau_solution_24,Himmelblau_solution_25,Himmelblau_solution_26,Himmelblau_solution_27,Himmelblau_solution_28,Himmelblau_solution_29
28,-29778.96529747238,-29976.5020660725,-30099.50425840496,-29601.879144589937,-30060.95723413679,-30159.417884861617,-30362.218166878745,-29846.194555222704,-29626.158280074145,-29476.594774790963,-30141.909652437957,-30085.917425233358,-30548.078106009663,-30180.568472504434,-29756.942940743924,-29940.931306385257,-30292.65150231684,-30017.64584673775,-30255.45846042318,-29771.3840725207,-29674.80723429531,-30056.4560549976,-30140.810996131142,-30064.5762694095,-30038.995144283665,-30062.759123564254,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30071.125914524775
29,-29778.96529747238,-29976.5020660725,-30099.50425840496,-29601.879144589937,-30060.95723413679,-30159.417884861617,-30362.218166878745,-30331.07433193899,-29711.016199060567,-29476.594774790963,-30141.909652437957,-30085.917425233358,-30548.078106009663,-30180.568472504434,-29756.942940743924,-29940.931306385257,-30292.65150231684,-30017.64584673775,-30255.45846042318,-29771.3840725207,-29674.80723429531,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30243.40512607844,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30071.125914524775
30,-29778.96529747238,-29976.5020660725,-30099.50425840496,-29601.879144589937,-30158.261640076296,-30159.417884861617,-30362.218166878745,-30331.07433193899,-29711.016199060567,-29476.594774790963,-30141.909652437957,-30085.917425233358,-30548.078106009663,-30180.568472504434,-29756.942940743924,-29972.888206729574,-30292.65150231684,-30017.64584673775,-30255.45846042318,-29771.3840725207,-29674.80723429531,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30243.40512607844,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30071.125914524775
31,-29778.96529747238,-29976.5020660725,-30099.50425840496,-29601.879144589937,-30158.261640076296,-30159.417884861617,-30362.218166878745,-30331.07433193899,-29711.016199060567,-29476.594774790963,-30141.909652437957,-30085.917425233358,-30548.078106009663,-30180.568472504434,-29756.942940743924,-30165.963540189245,-30292.65150231684,-30019.360153134534,-30255.45846042318,-29771.3840725207,-29674.80723429531,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30243.40512607844,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30071.125914524775
32,-29778.96529747238,-29976.5020660725,-30099.50425840496,-29626.745188336463,-30160.75004124648,-30159.417884861617,-30362.218166878745,-30331.07433193899,-29711.016199060567,-29476.594774790963,-30141.909652437957,-30085.917425233358,-30548.078106009663,-30180.568472504434,-29756.942940743924,-30165.963540189245,-30292.65150231684,-30019.859402539267,-30255.45846042318,-29771.3840725207,-29674.80723429531,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30243.40512607844,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30187.21030200229
33,-29778.96529747238,-29976.5020660725,-30217.283683511614,-29626.745188336463,-30160.75004124648,-30159.417884861617,-30362.218166878745,-30446.82099701916,-29765.245526837352,-29476.594774790963,-30141.909652437957,-30085.917425233358,-30561.929703528385,-30180.568472504434,-29756.942940743924,-30197.922938398882,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29713.011511061013,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30243.40512607844,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30187.21030200229
34,-29784.77261872364,-29976.5020660725,-30217.283683511614,-29626.745188336463,-30160.75004124648,-30361.124545583778,-30444.091685975778,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30196.402716606775,-30085.917425233358,-30561.929703528385,-30180.568472504434,-29756.942940743924,-30197.922938398882,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29713.011511061013,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30243.40512607844,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30187.21030200229
35,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.745188336463,-30160.75004124648,-30361.124545583778,-30444.091685975778,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30224.688720604132,-30085.917425233358,-30561.929703528385,-30198.4792575799,-29756.942940743924,-30197.922938398882,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29713.011511061013,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30243.40512607844,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30187.21030200229
36,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.745188336463,-30160.75004124648,-30361.124545583778,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30224.688720604132,-30178.35386515752,-30561.929703528385,-30257.745245978964,-29756.942940743924,-30197.922938398882,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29713.011511061013,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30243.40512607844,-29911.064868647925,-30001.952290015546,-30258.97778067262,-30234.614805518133
37,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.745188336463,-30160.75004124648,-30361.124545583778,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30224.688720604132,-30178.35386515752,-30561.929703528385,-30257.745245978964,-29756.942940743924,-30355.657001504143,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29713.011511061013,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30296.299347078588,-29932.204331830424,-30001.952290015546,-30258.97778067262,-30260.08804633953
38,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.745188336463,-30160.75004124648,-30361.124545583778,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30224.688720604132,-30314.70179299625,-30561.929703528385,-30282.196876263635,-29756.942940743924,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29713.011511061013,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30296.299347078588,-29960.84396131868,-30033.78436160399,-30258.97778067262,-30304.107580791562
39,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.762745488177,-30160.75004124648,-30361.124545583778,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30322.164321526187,-30314.70179299625,-30561.929703528385,-30295.097134218668,-29756.942940743924,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29713.011511061013,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30296.299347078588,-29960.84396131868,-30033.78436160399,-30265.656784964394,-30304.107580791562
40,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.762745488177,-30160.75004124648,-30361.124545583778,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30322.164321526187,-30314.70179299625,-30561.929703528385,-30308.976157064964,-29756.942940743924,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29745.371297659316,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30296.299347078588,-29960.84396131868,-30058.469418719073,-30298.531864296376,-30304.107580791562
41,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.762745488177,-30160.75004124648,-30361.124545583778,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30322.164321526187,-30314.70179299625,-30561.929703528385,-30308.976157064964,-29756.942940743924,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29745.371297659316,-30056.4560549976,-30140.810996131142,-30076.66847818179,-30038.995144283665,-30296.299347078588,-30036.558020016033,-30058.469418719073,-30298.531864296376,-30304.107580791562
42,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.762745488177,-30285.952193534555,-30367.997219612287,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30322.164321526187,-30398.45869236919,-30561.929703528385,-30308.976157064964,-29756.942940743924,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29745.371297659316,-30056.4560549976,-30173.07054384464,-30076.66847818179,-30038.995144283665,-30296.299347078588,-30036.558020016033,-30058.469418719073,-30298.531864296376,-30304.107580791562
43,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.762745488177,-30285.952193534555,-30367.997219612287,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29509.47655862244,-30322.164321526187,-30398.45869236919,-30561.929703528385,-30308.976157064964,-29756.942940743924,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29745.371297659316,-30056.4560549976,-30173.07054384464,-30155.703782466127,-30038.995144283665,-30296.299347078588,-30036.558020016033,-30058.469418719073,-30298.531864296376,-30304.107580791562
44,-29855.761719389207,-29976.5020660725,-30217.283683511614,-29626.762745488177,-30285.952193534555,-30367.997219612287,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29534.172521179207,-30322.164321526187,-30398.45869236919,-30561.929703528385,-30308.976157064964,-29860.915457747127,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29745.371297659316,-30056.4560549976,-30173.07054384464,-30282.67807109806,-30038.995144283665,-30311.62155847448,-30036.558020016033,-30083.06304793525,-30298.531864296376,-30304.107580791562
45,-29855.761719389207,-29976.5020660725,-30242.83794744662,-29641.88692235336,-30287.754176304323,-30415.495910681002,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29567.242266790898,-30322.164321526187,-30398.45869236919,-30561.929703528385,-30308.976157064964,-29860.915457747127,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29745.371297659316,-30056.4560549976,-30173.07054384464,-30282.67807109806,-30038.995144283665,-30311.62155847448,-30036.558020016033,-30083.06304793525,-30298.531864296376,-30304.107580791562
46,-29855.761719389207,-29976.5020660725,-30242.83794744662,-29641.88692235336,-30287.754176304323,-30415.495910681002,-30452.13840415992,-30446.82099701916,-29765.245526837352,-29567.242266790898,-30322.164321526187,-30398.45869236919,-30561.929703528385,-30308.976157064964,-29860.915457747127,-30423.17406770493,-30292.65150231684,-30261.09499872867,-30255.45846042318,-29771.3840725207,-29745.371297659316,-30056.4560549976,-30173.07054384464,-30530.04732852357,-30055.405192585014,-30312.375854610946,-30036.558020016033,-30083.06304793525,-30341.87253560035,-30304.107580791562
