,Himmelblau_solution_0,Himmelblau_solution_1,Himmelblau_solution_2,Himmelblau_solution_3,Himmelblau_solution_4,Himmelblau_solution_5,Himmelblau_solution_6,Himmelblau_solution_7,Himmelblau_solution_8,Himmelblau_solution_9,Himmelblau_solution_10,Himmelblau_solution_11,Himmelblau_solution_12,Himmelblau_solution_13,Himmelblau_solution_14,Himmelblau_solution_15,Himmelblau_solution_16,Himmelblau_solution_17,Himmelblau_solution_18,Himmelblau_solution_19,Himmelblau_solution_20,Himmelblau_solution_21,Himmelblau_solution_22,Himmelblau_solution_23,Himmelblau_solution_24,Himmelblau_solution_25,Himmelblau_solution_26,Himmelblau_solution_27,Himmelblau_solution_28,Himmelblau_solution_29
116,-30206.35235111831,-30218.4613849495,-30353.085133153,-30162.46190869059,-30531.393543374725,-30438.429475758723,-30452.13840415992,-30446.82099701916,-30527.199858938664,-29910.994466244807,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30301.705110929586,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30299.449348614675,-30485.381652190834,-30450.429729902025
117,-30206.35235111831,-30218.4613849495,-30353.085133153,-30162.46190869059,-30531.393543374725,-30438.429475758723,-30452.13840415992,-30446.82099701916,-30527.199858938664,-29997.840240018515,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30301.705110929586,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30299.449348614675,-30485.381652190834,-30450.429729902025
118,-30206.35235111831,-30218.4613849495,-30353.085133153,-30162.46190869059,-30531.393543374725,-30438.429475758723,-30452.13840415992,-30446.82099701916,-30527.199858938664,-29997.840240018515,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30301.705110929586,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30299.449348614675,-30487.348907530926,-30450.429729902025
119,-30276.294818487768,-30218.4613849495,-30353.085133153,-30162.46190869059,-30531.393543374725,-30438.429475758723,-30452.13840415992,-30446.82099701916,-30527.199858938664,-30024.66499774984,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30301.705110929586,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30310.520016744005,-30487.348907530926,-30450.429729902025
120,-30290.052808261804,-30218.4613849495,-30353.085133153,-30164.420536756057,-30531.393543374725,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30527.199858938664,-30024.66499774984,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30307.544592895865,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30310.520016744005,-30487.348907530926,-30450.429729902025
121,-30290.052808261804,-30218.4613849495,-30353.085133153,-30164.420536756057,-30531.393543374725,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30527.199858938664,-30036.297743710442,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30307.544592895865,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30312.059358574596,-30524.083800926834,-30450.429729902025
122,-30290.052808261804,-30218.4613849495,-30353.085133153,-30164.420536756057,-30531.393543374725,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30533.313974052813,-30036.297743710442,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30307.544592895865,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30312.059358574596,-30524.083800926834,-30450.429729902025
123,-30426.52430088316,-30218.4613849495,-30353.085133153,-30164.420536756057,-30531.393543374725,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30533.313974052813,-30036.297743710442,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30307.544592895865,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30312.059358574596,-30524.083800926834,-30450.429729902025
124,-30426.52430088316,-30218.4613849495,-30353.085133153,-30164.420536756057,-30531.393543374725,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30533.313974052813,-30036.297743710442,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30483.24473446676,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30308.988567897653,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30312.059358574596,-30524.083800926834,-30450.429729902025
125,-30426.52430088316,-30218.4613849495,-30353.085133153,-30164.420536756057,-30531.393543374725,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30533.313974052813,-30036.297743710442,-30519.590802949446,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30436.655226923496,-30370.585207463795,-30390.45398147541,-30227.140613615265,-29864.765322194246,-30308.988567897653,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30370.504187754566,-30524.083800926834,-30450.429729902025
126,-30426.52430088316,-30218.4613849495,-30353.085133153,-30164.420536756057,-30531.393543374725,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30551.493698085516,-30036.297743710442,-30528.66955791897,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30436.655226923496,-30370.585207463795,-30448.504634209887,-30227.140613615265,-29864.765322194246,-30308.988567897653,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30370.504187754566,-30524.083800926834,-30450.429729902025
127,-30426.52430088316,-30236.006078255414,-30353.085133153,-30164.420536756057,-30531.847787025992,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30551.493698085516,-30036.297743710442,-30528.66955791897,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30436.655226923496,-30370.585207463795,-30448.504634209887,-30227.140613615265,-29889.29044694193,-30309.49566070409,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30370.504187754566,-30524.083800926834,-30450.429729902025
128,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30440.56299522925,-30452.13840415992,-30446.82099701916,-30551.493698085516,-30073.884798107887,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30370.585207463795,-30448.504634209887,-30227.140613615265,-29889.29044694193,-30309.49566070409,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30433.02797700401,-30524.083800926834,-30450.429729902025
129,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30551.493698085516,-30073.884798107887,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30373.93112078423,-30448.504634209887,-30227.140613615265,-29889.29044694193,-30309.49566070409,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30433.02797700401,-30524.083800926834,-30450.429729902025
130,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30551.493698085516,-30073.884798107887,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30373.93112078423,-30448.504634209887,-30227.140613615265,-29889.29044694193,-30309.49566070409,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30447.653705548506,-30524.083800926834,-30450.429729902025
131,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30551.493698085516,-30073.884798107887,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30373.93112078423,-30448.504634209887,-30227.140613615265,-29889.29044694193,-30309.49566070409,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30447.653705548506,-30524.083800926834,-30450.429729902025
132,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30073.884798107887,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30375.54423891811,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30309.49566070409,-30363.950400672536,-30605.09538393,-30134.082971632153,-30513.70105372968,-30122.471351235672,-30469.50232942584,-30524.083800926834,-30450.429729902025
133,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.18444804044,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30375.54423891811,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30309.49566070409,-30363.950400672536,-30605.09538393,-30149.355717572296,-30513.70105372968,-30122.471351235672,-30469.50232942584,-30527.95048985325,-30450.429729902025
134,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.18444804044,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30375.54423891811,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30310.714424011283,-30363.950400672536,-30605.09538393,-30149.355717572296,-30513.70105372968,-30122.471351235672,-30469.50232942584,-30527.95048985325,-30450.429729902025
135,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.18444804044,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30378.165996348213,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30339.29508784019,-30363.950400672536,-30605.09538393,-30149.355717572296,-30513.70105372968,-30122.471351235672,-30469.50232942584,-30527.95048985325,-30450.429729902025
136,-30429.345319924192,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.18444804044,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30378.165996348213,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30339.29508784019,-30403.708345992076,-30605.09538393,-30149.355717572296,-30513.70105372968,-30122.471351235672,-30469.50232942584,-30527.95048985325,-30450.429729902025
137,-30433.86124767996,-30247.712416931827,-30353.085133153,-30164.420536756057,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.729989989035,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30378.165996348213,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30339.29508784019,-30417.731314023236,-30605.09538393,-30149.355717572296,-30513.70105372968,-30122.471351235672,-30487.832216267652,-30527.95048985325,-30450.429729902025
138,-30433.86124767996,-30249.75181687343,-30353.085133153,-30167.091761573796,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.729989989035,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30447.156155586184,-30378.165996348213,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30339.29508784019,-30417.731314023236,-30605.09538393,-30155.613977919915,-30513.70105372968,-30122.471351235672,-30487.832216267652,-30527.95048985325,-30450.429729902025
139,-30433.86124767996,-30249.75181687343,-30353.085133153,-30167.091761573796,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.729989989035,-30541.341967748478,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30133.53472267613,-30489.824835520318,-30488.29382330263,-30378.165996348213,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30339.29508784019,-30417.731314023236,-30605.09538393,-30155.613977919915,-30513.70105372968,-30122.471351235672,-30487.832216267652,-30535.53449594369,-30450.429729902025
140,-30433.86124767996,-30249.75181687343,-30353.085133153,-30167.091761573796,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.729989989035,-30543.178636529352,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.030626946016,-30489.824835520318,-30488.29382330263,-30378.165996348213,-30451.860875535534,-30249.427210541697,-29890.436932614564,-30339.29508784019,-30440.510873001615,-30605.09538393,-30155.613977919915,-30513.70105372968,-30122.471351235672,-30495.113169483833,-30535.53449594369,-30450.429729902025
141,-30433.86124767996,-30249.75181687343,-30353.085133153,-30167.091761573796,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.729989989035,-30543.178636529352,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.030626946016,-30489.824835520318,-30501.46947814001,-30378.165996348213,-30452.29711169322,-30282.81633006632,-29890.436932614564,-30339.29508784019,-30440.510873001615,-30605.09538393,-30155.613977919915,-30513.70105372968,-30122.471351235672,-30495.113169483833,-30535.56753297376,-30450.429729902025
142,-30446.131941211064,-30249.75181687343,-30353.085133153,-30167.091761573796,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30559.810656755086,-30088.729989989035,-30543.178636529352,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.030626946016,-30489.824835520318,-30501.46947814001,-30378.165996348213,-30452.38126771147,-30282.81633006632,-29890.436932614564,-30339.29508784019,-30440.510873001615,-30605.09538393,-30155.613977919915,-30513.70105372968,-30122.471351235672,-30495.113169483833,-30535.56753297376,-30450.429729902025
143,-30446.131941211064,-30249.75181687343,-30361.548952273697,-30167.091761573796,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30570.264068166958,-30088.729989989035,-30543.178636529352,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30501.46947814001,-30397.195490338127,-30452.427203420724,-30282.81633006632,-29890.436932614564,-30353.783667913474,-30440.510873001615,-30605.09538393,-30155.613977919915,-30513.70105372968,-30122.471351235672,-30495.113169483833,-30552.538390920243,-30450.429729902025
144,-30446.131941211064,-30249.75181687343,-30361.548952273697,-30167.091761573796,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30543.178636529352,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30501.46947814001,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29890.436932614564,-30353.783667913474,-30440.510873001615,-30605.09538393,-30165.552559636897,-30513.70105372968,-30122.471351235672,-30495.113169483833,-30552.538390920243,-30450.429729902025
145,-30446.131941211064,-30249.75181687343,-30361.548952273697,-30168.408559787713,-30531.847787025992,-30483.645580736826,-30452.13840415992,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30543.178636529352,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30501.46947814001,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29890.436932614564,-30353.783667913474,-30440.510873001615,-30605.09538393,-30165.552559636897,-30513.70105372968,-30122.471351235672,-30495.113169483833,-30552.538390920243,-30450.429729902025
146,-30446.131941211064,-30249.75181687343,-30361.548952273697,-30168.408559787713,-30531.847787025992,-30483.645580736826,-30459.61402762649,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30543.178636529352,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30501.46947814001,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29890.436932614564,-30353.783667913474,-30440.510873001615,-30605.09538393,-30165.552559636897,-30513.70105372968,-30122.471351235672,-30500.184304115413,-30552.538390920243,-30450.429729902025
147,-30446.131941211064,-30250.301611218296,-30361.548952273697,-30195.572732154324,-30531.847787025992,-30483.645580736826,-30459.61402762649,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30544.233071024104,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30501.46947814001,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29890.436932614564,-30353.94692109502,-30440.510873001615,-30622.313596955013,-30165.552559636897,-30513.70105372968,-30122.471351235672,-30509.280256562746,-30552.538390920243,-30450.429729902025
148,-30446.131941211064,-30250.301611218296,-30361.548952273697,-30195.572732154324,-30531.847787025992,-30483.645580736826,-30459.61402762649,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30544.233071024104,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30501.46947814001,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.313596955013,-30165.552559636897,-30513.70105372968,-30122.471351235672,-30509.280256562746,-30563.96647190513,-30450.429729902025
149,-30446.131941211064,-30254.92138763548,-30361.548952273697,-30195.572732154324,-30531.847787025992,-30483.645580736826,-30459.61402762649,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30544.233071024104,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30501.46947814001,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.313596955013,-30167.23496546455,-30513.70105372968,-30122.471351235672,-30509.280256562746,-30563.96647190513,-30450.429729902025
150,-30446.131941211064,-30261.826359658626,-30361.548952273697,-30209.819776357086,-30531.847787025992,-30483.645580736826,-30459.61402762649,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30544.233071024104,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30501.46947814001,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.313596955013,-30167.23496546455,-30513.70105372968,-30122.471351235672,-30523.819671352474,-30563.96647190513,-30450.429729902025
151,-30446.131941211064,-30261.826359658626,-30361.548952273697,-30217.263198074223,-30531.847787025992,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30544.233071024104,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30504.002376883305,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.313596955013,-30167.23496546455,-30513.70105372968,-30122.471351235672,-30523.819671352474,-30563.96647190513,-30450.429729902025
152,-30446.131941211064,-30261.826359658626,-30361.548952273697,-30217.263198074223,-30531.847787025992,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30571.49608049502,-30088.729989989035,-30544.233071024104,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30504.002376883305,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.313596955013,-30167.23496546455,-30513.70105372968,-30122.471351235672,-30523.819671352474,-30563.96647190513,-30450.429729902025
153,-30446.131941211064,-30261.826359658626,-30361.548952273697,-30225.042919487583,-30531.847787025992,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30575.075103060248,-30088.729989989035,-30550.959482447608,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30504.002376883305,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.313596955013,-30167.23496546455,-30513.70105372968,-30122.471351235672,-30523.819671352474,-30563.96647190513,-30450.429729902025
154,-30446.131941211064,-30261.826359658626,-30361.548952273697,-30225.042919487583,-30531.847787025992,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30575.075103060248,-30088.729989989035,-30550.959482447608,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30506.41558449653,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30122.471351235672,-30523.819671352474,-30563.96647190513,-30450.429729902025
155,-30446.131941211064,-30261.826359658626,-30361.548952273697,-30225.042919487583,-30531.847787025992,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30575.075103060248,-30088.729989989035,-30550.959482447608,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30506.41558449653,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30122.471351235672,-30523.819671352474,-30563.96647190513,-30450.429729902025
156,-30446.131941211064,-30261.826359658626,-30361.548952273697,-30225.042919487583,-30531.847787025992,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30575.075103060248,-30088.729989989035,-30550.959482447608,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30506.692178625806,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30147.06059257911,-30523.819671352474,-30563.96647190513,-30450.429729902025
157,-30446.131941211064,-30261.826359658626,-30361.548952273697,-30225.042919487583,-30531.847787025992,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30575.075103060248,-30088.729989989035,-30555.52532553199,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30146.35250857225,-30489.824835520318,-30542.90213780741,-30414.260237687173,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30563.96647190513,-30450.429729902025
158,-30446.131941211064,-30261.826359658626,-30367.252106722666,-30225.042919487583,-30538.32125373131,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30575.075103060248,-30088.729989989035,-30555.52532553199,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30156.90065239116,-30489.824835520318,-30542.90213780741,-30417.289119839486,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30353.94692109502,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30563.96647190513,-30450.429729902025
159,-30446.131941211064,-30261.826359658626,-30367.252106722666,-30225.042919487583,-30538.32125373131,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30575.075103060248,-30088.729989989035,-30555.52532553199,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30156.90065239116,-30489.824835520318,-30542.90213780741,-30423.241133979405,-30452.427203420724,-30289.854352410184,-29897.656495587784,-30361.056563401937,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30563.96647190513,-30450.429729902025
160,-30446.131941211064,-30261.826359658626,-30367.252106722666,-30225.042919487583,-30538.32125373131,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30575.075103060248,-30088.729989989035,-30555.52532553199,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30156.90065239116,-30489.824835520318,-30542.90213780741,-30423.241133979405,-30452.427203420724,-30289.854352410184,-29906.62987335714,-30361.056563401937,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30563.96647190513,-30450.429729902025
161,-30446.131941211064,-30301.650116497905,-30367.252106722666,-30225.042919487583,-30538.32125373131,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30585.635684145847,-30088.729989989035,-30555.52532553199,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30156.90065239116,-30489.824835520318,-30542.90213780741,-30423.241133979405,-30452.427203420724,-30289.854352410184,-29906.62987335714,-30361.056563401937,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30563.96647190513,-30450.429729902025
162,-30446.131941211064,-30301.650116497905,-30367.252106722666,-30225.042919487583,-30538.32125373131,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30585.635684145847,-30088.729989989035,-30565.745510934863,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30156.90065239116,-30489.824835520318,-30543.024320303866,-30423.241133979405,-30452.427203420724,-30289.854352410184,-29906.62987335714,-30361.056563401937,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30563.96647190513,-30450.429729902025
163,-30446.131941211064,-30301.650116497905,-30367.252106722666,-30225.042919487583,-30538.32125373131,-30530.872639902227,-30459.61402762649,-30446.82099701916,-30585.635684145847,-30088.729989989035,-30565.745510934863,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30156.90065239116,-30489.824835520318,-30543.024320303866,-30423.241133979405,-30452.427203420724,-30289.854352410184,-29906.62987335714,-30364.963010635027,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30563.96647190513,-30463.767848327232
164,-30446.131941211064,-30301.650116497905,-30367.252106722666,-30225.042919487583,-30538.32125373131,-30530.872639902227,-30463.511909517965,-30446.82099701916,-30585.635684145847,-30106.65477131721,-30565.745510934863,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30156.90065239116,-30489.824835520318,-30543.024320303866,-30423.241133979405,-30452.427203420724,-30289.854352410184,-29906.62987335714,-30364.963010635027,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30563.96647190513,-30471.400451870148
165,-30446.131941211064,-30301.650116497905,-30367.252106722666,-30225.042919487583,-30538.32125373131,-30530.872639902227,-30463.511909517965,-30446.82099701916,-30585.635684145847,-30106.65477131721,-30579.945069509537,-30595.23772392737,-30598.148442524223,-30384.1308977348,-30156.90065239116,-30489.824835520318,-30543.024320303866,-30423.241133979405,-30452.427203420724,-30289.854352410184,-29906.62987335714,-30364.963010635027,-30440.510873001615,-30622.35812285904,-30167.23496546455,-30513.70105372968,-30154.93338522678,-30523.819671352474,-30603.72138089921,-30471.400451870148
