,eso_F18_0,de_F18_0,ga_F18_0,pso_F18_0,eso_F18_1,de_F18_1,ga_F18_1,pso_F18_1,eso_F18_2,de_F18_2,ga_F18_2,pso_F18_2,eso_F18_3,de_F18_3,ga_F18_3,pso_F18_3,eso_F18_4,de_F18_4,ga_F18_4,pso_F18_4,eso_F19_0,de_F19_0,ga_F19_0,pso_F19_0,eso_F19_1,de_F19_1,ga_F19_1,pso_F19_1,eso_F19_2,de_F19_2,ga_F19_2,pso_F19_2,eso_F19_3,de_F19_3,ga_F19_3,pso_F19_3,eso_F19_4,de_F19_4,ga_F19_4,pso_F19_4
219,144059.06120584023,5604136.340376009,14371072.589478048,743805.952752811,338488.0949179283,6176957.4404444415,27481920.392414793,1317780.4798765327,1179553.831339732,3939862.019169093,2255256.7854274204,1353297.4566948242,946486.1233205083,1949217.4087907947,8592828.128331618,16441129.770174207,388368.39325458655,6003277.322811592,4282820.423780021,399896.8927254003,5195399.537693221,16842015.489499956,80671.33788969353,4334102.3690420715,7199435.610063846,12168242.720423209,96038.40223206619,17887217578.24709,9567055.896493841,18643558.87167833,4134.089633319886,13866498.578698125,10132930.569756793,24675744.694356084,5370.952202523587,859083530.5256265,7188153.637069605,10312773.10764783,7866.107445113736,1244342730.5328472
220,144059.06120584023,5604136.340376009,14371072.587920086,743668.9330367161,338488.0949179283,6176957.4404444415,27481920.349366445,1317780.4798765327,1179553.831339732,3939862.019169093,2254707.305055925,1353255.0816157565,946486.1233205083,1949217.4087907947,8592820.92169639,16440945.389497839,388368.39325458655,6003277.322811592,4278598.729933983,399148.90449231176,5178540.8502364075,16842015.489499956,77119.05368164922,4333828.00414098,5909910.595016199,12168242.720423209,95995.3064639886,17887217578.24709,8443857.415008161,18643558.87167833,4117.957363661988,13864583.27038997,10132930.569756793,24675744.694356084,5370.770843735216,859083530.5227705,7188153.637069605,10312773.10764783,7289.120694272351,1243994581.2958574
221,144059.06120584023,5604136.340376009,14371041.203601409,743502.0026627788,338488.0949179283,6176957.4404444415,27481920.925907277,1317780.4798765327,1179553.831339732,3939862.019169093,2226699.950141478,1353121.0534191742,946486.1233205083,1949217.4087907947,8592820.90530678,16440798.579327973,388368.39325458655,6003277.322811592,4154167.183263446,399148.90449231176,4635966.691886944,16842015.489499956,77119.05368164922,4333615.508749024,5909910.595016199,12168242.720423209,73208.56055321307,17887217578.24709,8443857.415008161,18643558.87167833,3964.454611316955,13862145.275957806,10132930.569756793,24675744.694356084,4803.829085114887,859083530.5200833,7188153.637069605,10312773.10764783,7265.320688773983,1243682853.4719677
222,144059.06120584023,5604136.340376009,14369861.356629591,743373.7156862894,338488.0949179283,6176957.4404444415,27276950.497936916,1317780.4798765327,1179553.831339732,3939862.019169093,2225228.1164366417,1352997.6433689434,946486.1233205083,1949217.4087907947,8583775.550887767,16440681.57558966,388368.39325458655,6003277.322811592,4154167.205974209,398762.59620693664,4189621.99257061,16842015.489499956,60987.843452684036,4333317.653015742,5909910.595016199,12168242.720423209,73208.56055321307,17887217578.24709,8443857.415008161,18643558.87167833,3950.710458927839,13859546.2973751,10132930.569756793,24675744.694356084,4731.901877408666,859083530.5163552,7188153.637069605,10312773.10764783,4075.2584184829107,1243346270.1480708
223,144059.06120584023,5604136.340376009,14368528.157977404,743210.1552738425,338488.0949179283,6176957.4404444415,26473706.78316823,1317715.9503981513,1179553.831339732,3939862.019169093,2225202.077573274,1352895.863082954,946486.1233205083,1949217.4087907947,8583775.59015761,16440546.673854418,388368.39325458655,6003277.322811592,4154167.3205634924,397744.200912253,3834245.64386476,16837923.716281738,60989.19046008229,4333053.394954269,5909910.595016199,8359954.504947436,71507.64422485455,17887217578.24709,8443857.415008161,18643558.87167833,3953.8592883050637,13856672.592076525,10132930.569756793,24675744.694356084,4729.021845965302,859083530.5129185,7188153.637069605,10312773.10764783,4055.503243286912,1242938126.4001422
224,144059.06120584023,5604136.340376009,14368528.157978935,743119.1679935884,338488.0949179283,6176957.4404444415,26472072.090630222,1317715.9503981513,1179553.831339732,3939862.019169093,2201392.669614766,1352726.405767872,946486.1233205083,1949217.4087907947,8579764.314659623,16440392.496676832,388368.39325458655,6003277.322811592,4154477.6413913406,397744.200912253,3564814.782669161,16837923.716281738,69438.28381317283,4332783.211740276,5909910.595016199,8359954.504947436,71507.58424753128,17887217578.24709,4538813.13919657,18643558.87167833,3950.095366333977,13854306.762151731,10132930.569756793,24675744.694356084,4727.779806240804,859083530.509602,7188153.637069605,10312773.10764783,3973.735679168984,1242579572.9215086
225,144059.06120584023,5604136.340376009,14368522.798106434,742904.157656038,338488.0949179283,6176957.4404444415,26463666.1620985,1317715.9503981513,1179553.831339732,3939862.019169093,2201388.2839547684,1352695.549201461,946486.1233205083,1949217.4087907947,8579724.4106126,16440263.482206259,388368.39325458655,6003277.322811592,4154000.537734344,397339.2419747433,3376532.4375564624,16358064.94238839,65673.18161236761,4332562.839063368,5909910.595016199,8359954.504947436,71418.23090583493,17887217578.24709,4538813.13919657,18643558.87167833,3947.0400882401145,13851837.654470665,10132930.569756793,24675744.694356084,4730.066922973228,859083530.5064605,7188153.637069605,10312773.10764783,3907.911494786249,1242144407.439081
226,144059.06120584023,5604136.340376009,14366771.883704219,742733.869526311,338488.0949179283,6176957.4404444415,26463714.781973235,1317709.4553145436,1179553.831339732,3939862.019169093,2201287.5706383158,1352593.381197967,946486.1233205083,1949217.4087907947,8579762.223712504,16440123.030211177,388368.39325458655,6003277.322811592,4151823.7535362025,396489.313723719,3264828.679537528,16358064.94238839,64510.676969310516,4332394.464047767,5909910.595016199,8359954.504947436,54460.45916999381,17887217578.24709,4538813.13919657,18643558.87167833,3946.0190718769154,13849401.947611395,10132930.569756793,24675744.694356084,4375.682561009342,859083530.5029608,7188153.637069605,10036348.782488596,3880.6297417397,1241741358.969991
227,144059.06120584023,5604136.340376009,14366722.489118703,742558.4799736803,338488.0949179283,6176957.4404444415,25878305.657693673,1317538.6433173679,1179553.831339732,3939862.019169093,2172236.6445370847,1352522.47759322,946486.1233205083,1949217.4087907947,8525731.334294388,16439990.819534928,388368.39325458655,6003277.322811592,4142821.1729977117,396485.2441953647,3225319.8760678764,16358064.94238839,45241.46312819203,4332190.6175554935,5909910.595016199,8359954.504947436,52640.870445340865,17887217578.247086,4538813.13919657,16297369.38057813,3943.766538304613,13847268.271134572,10132930.569756793,24675744.694356084,4363.294810651105,859083530.4997904,7188153.637069605,10036348.782488596,3750.7669771997143,1241357976.4881377
228,144059.06120584023,5604136.340376009,14358361.193232305,742350.9536454753,338488.0949179283,6176957.4404444415,25878253.059310645,1317290.4718841822,1179553.831339732,3939862.019169093,2167510.0174843282,1352399.312006333,946486.1233205083,1949217.4087907947,8525731.334294388,16439850.964433322,388368.39325458655,6003277.322811592,4145575.9659733707,396093.1115631246,3225319.8760678764,16358064.94238839,43076.70152150241,4331956.154817295,5909910.595016199,8359954.504947436,52621.28115724813,17887217578.247086,4538813.13919657,16297369.38057813,3941.433921957231,13844020.430988008,10132930.569756793,24675744.694356084,4717.732536521618,859083530.4968563,7188153.637069605,10036348.782488596,3752.098314740785,1241007833.245922
229,144059.06120584023,5604136.340376009,14312894.517951326,742179.4408058438,338488.0949179283,6176957.4404444415,25749745.259743307,1317290.4718841822,1179553.831339732,3939862.019169093,2166648.208133844,1352293.2264726858,946486.1233205083,1949217.4087907947,8525731.33489221,16439714.856353482,388368.39325458655,6003277.322811592,4142819.040174972,394691.3701424482,3225319.8760678764,16358064.94238839,43076.65329894613,4331780.3650269015,5909910.595016199,8359954.504947436,52620.4224326734,17887217578.247086,4538813.13919657,16297369.38057813,3938.2669794720578,13841265.547645973,10132930.569756793,24675744.694356084,4716.544154931944,859083530.4935933,7188153.637069605,10036348.782488596,3744.3985241261307,1240616504.8741496
230,144059.06120584023,5604136.340376009,14124962.871524235,741972.1787529778,338488.0949179283,6176957.4404444415,25638578.21973268,1317187.5237305427,1179553.831339732,3939862.019169093,2166648.2081343364,1352215.659762496,946486.1233205083,1949217.4087907947,8579504.299497774,16439567.40880848,388368.39325458655,6003277.322811592,4142819.0406542197,393164.8743947692,3225319.8760678764,16358064.94238839,42289.48226602307,4331647.276793795,5909910.595016199,8359954.504947436,52531.90855909606,17887217578.247078,4538813.13919657,16297369.38057813,3938.0921177678474,13839076.865786599,10132930.569756793,24675744.694356084,4710.821146927459,859083530.4903934,7188153.637069605,10036348.782488596,3740.013303626078,1240227830.1967542
231,144059.06120584023,5604136.340376009,14124962.871524235,741822.1812610278,338488.0949179283,6176957.4404444415,25638572.579965144,1317105.3358172183,1179553.831339732,3939862.019169093,2166338.82287054,1352158.2794930516,946486.1233205083,1949217.4087907947,8579464.159076033,16439450.67932392,388368.39325458655,6003277.322811592,4143101.087032236,390966.5795927774,3225319.8760678764,16358064.94238839,42289.80674624738,4331507.599213721,5909910.595016199,8359954.504947436,52061.88692894942,17887217578.247078,4538813.13919657,16297369.38057813,3905.473156504522,13836509.265219001,10132930.569756793,24675077.01177751,4637.482489703858,859083530.4875387,7188153.637069605,10036348.782488596,3723.048747484683,1239852309.0400639
232,144059.06120584023,5604136.340376009,14124879.099115787,741483.4818935536,338488.0949179283,6176957.4404444415,25638571.324670017,1317099.1789142974,1179553.831339732,3939862.019169093,2166338.82287054,1352115.3660606698,946486.1233205083,1949217.4087907947,8579286.559851252,16439313.67930473,388368.39325458655,6003277.322811592,4136042.0202098303,390966.5795927774,3225319.8760678764,16358064.94238839,40426.57498297391,4331390.433502854,5909910.595016199,8359954.504947436,52060.34634289325,17887217578.247078,4538813.13919657,16297369.38057813,3905.5670775155354,13833444.608221598,10132930.569756793,24675077.01177751,4629.428659251644,859083530.4840392,7188153.637069605,10036348.782488596,3723.1369122687356,1239456262.568297
233,144059.06120584023,5604136.340376009,14124741.2067868,741176.1185258616,338488.0949179283,6176957.4404444415,25638499.38342833,1317005.36450152,1179553.831339732,3939862.019169093,2166217.4294227413,1352033.7546073261,946486.1233205083,1949217.4087907947,8579258.213193543,16439178.72079975,388368.39325458655,6003277.322811592,4142749.7744561965,389247.96945008147,3225319.8760678764,16358064.94238839,40426.55099447046,4331270.328254155,5909910.595016199,8359954.504947436,51968.680313862336,17887217578.247078,4538813.13919657,16297369.38057813,3882.203598208017,13830886.985314868,10132930.569756793,24675077.01177751,4628.054886365418,859083530.4805342,7188153.637069605,10036348.782488596,3667.2169736238316,1238948256.1727843
234,144059.06120584023,5604136.340376009,14124770.808546524,740865.4018222329,338488.0949179283,6176957.4404444415,25638191.545795564,1316958.132831511,1179553.831339732,3939862.019169093,2166212.988096865,1351969.8551460095,592644.844838971,1949217.4087907947,8579215.36444349,16439072.577610148,388368.39325458655,6003277.322811592,3833171.8985437695,387168.816187371,3225319.8760678764,15992754.03592779,40332.27566954711,4331172.365165264,5909910.595016199,8359954.504947436,51938.11607750956,17887217578.247078,4538813.13919657,16297369.38057813,3881.5677733995562,13828132.004528122,10132930.569756793,24675077.01177751,4626.26907824667,859083530.4777384,7188153.637069605,10036348.782488596,3666.048998486566,1238472325.894042
235,144059.06120584023,5604136.340376009,13851009.108613906,740614.8508780801,338488.0949179283,6176957.4404444415,25492907.528693426,1316938.152206002,1179553.831339732,3939862.019169093,2165971.3009774275,1351904.4505131247,592644.844838971,1949217.4087907947,8579049.25238171,16438982.074979948,388368.39325458655,6003277.322811592,4142733.63289775,385782.85397161485,3225319.8760678764,15992754.03592779,39549.25295180475,4331045.121749144,5909910.595016199,8359954.504947436,51938.10731950619,17887217578.24707,4538813.13919657,16297369.38057813,3866.4619172150256,13824895.839198617,10132930.569756793,24675077.01177751,4053.804783069866,859083530.4740535,7188153.637069605,10036348.782488596,3666.048998486566,1237965354.9961457
236,144059.06120584023,5604136.340376009,13668760.313010734,740263.6210270203,338488.0949179283,6176957.4404444415,24520584.425162286,1316915.20173448,1179553.831339732,3939862.019169093,2136714.621430262,1351721.2715454735,592644.844838971,1949217.4087907947,8579214.329324847,16438852.36632257,388368.39325458655,6003277.322811592,4142283.205967372,384623.0020606784,3225319.8760678764,15992754.03592779,39209.39484384722,4330952.842524276,5909910.595016199,8359954.504947436,51933.82641322289,17887217578.24707,4538813.13919657,16297369.38057813,3865.6520026438466,13822313.648051115,10132930.569756793,24675077.01177751,4114.534979032226,859083530.4706594,7188153.637069605,10036348.782488596,3634.8031643732857,1237560564.26848
237,144059.06120584023,5604136.340376009,14060269.663473336,739952.6411257309,338488.0949179283,6176957.4404444415,24520575.10884015,1316915.20173448,1179553.831339732,3939862.019169093,2136679.439612673,1351721.2715454735,592644.844838971,1949217.4087907947,8578998.578551566,16438714.829192534,364753.53958811023,6003277.322811592,3830081.6470412826,381619.99851048377,3225319.8760678764,15992754.03592779,38299.91368815244,4330877.42485592,5909910.595016199,8359954.504947436,51859.19873272853,17887217578.24707,4538813.13919657,16297369.38057813,3861.024540804342,13819507.968257409,10132930.569756793,24675077.01177751,4012.8887041186986,859083530.4677025,7188153.637069605,10036348.782488596,3663.580079751915,1237081431.570491
238,144059.06120584023,5604136.340376009,14059195.532602115,739694.2837965437,338488.0949179283,6176957.4404444415,24513625.779808193,1316819.0305423585,1179553.831339732,3939862.019169093,2135972.9454881214,1351596.9274658542,592644.844838971,1949217.4087907947,8572246.10864758,16438586.294313569,351465.5242142084,6003277.322811592,3830081.42491256,378561.2118371619,3225319.8760678764,15992754.03592779,38063.53390382122,4330813.2926825695,5909910.595016199,8359954.504947436,51480.81102394847,17887217578.24706,4538813.13919657,16297369.38057813,3858.7490474188676,13816306.895607732,10132930.569756793,24675077.01177751,4035.269012520171,859083530.4632511,7188153.637069605,10036325.768632049,3629.034864878039,1236607981.2811592
239,144059.06120584023,5604136.340376009,14035809.278968452,739344.7035754328,338488.0949179283,6176957.4404444415,24426332.520022158,1316819.0305423585,1179553.831339732,3939862.019169093,2135945.0513949357,1351511.0677537555,592644.844838971,1949217.4087907947,8571751.082409477,16438484.62529177,351084.3232507799,6003277.322811592,3830080.8686869037,377518.576884391,3225319.8760678764,15992754.03592779,37641.35060285873,4330746.881215587,5909910.595016199,8359954.504947436,48857.79600354983,17887217578.24706,4538813.13919657,16297369.38057813,3858.6007288015926,13813545.173491934,10132930.569756793,24675077.01177751,4010.4828033963768,859083530.4597645,7188153.637069605,10036325.768632049,3627.8342944746882,1236218263.5561893
240,144059.06120584023,5604136.340376009,14035824.290843701,739034.3224559389,338488.0949179283,6176957.4404444415,21356585.584868964,1316819.0305423585,1179553.831339732,3939862.019169093,2112687.323051273,1351468.7338596587,592644.844838971,1949217.4087907947,8571759.144899294,16438367.145402428,351084.3232507799,6003277.322811592,3829363.789326127,375727.7078639427,3225319.8760678764,15992754.03592779,37599.99051619084,4330677.679850792,5909910.595016199,8359954.504947436,48794.90132409373,17887217578.24706,4538813.13919657,16297369.38057813,3856.8088927836634,13810632.954220423,10132930.569756793,24675077.01177751,4007.163395867843,859083530.4565827,7188153.637069605,10036325.768632049,3627.8342944746882,1235599527.307183
241,144059.06120584023,5604136.340376009,14035709.868445856,738549.7591703236,338488.0949179283,6176957.4404444415,21358241.393382963,1316816.8521016315,1179553.831339732,3939862.019169093,2112686.8208577223,1351440.2605229358,592644.844838971,1949217.4087907947,8571265.169615543,16438238.293995336,351084.3232507799,6003277.322811592,3829364.0140727395,373482.68697349034,3225319.8760678764,15992754.03592779,37599.97354014886,4330620.340389163,5909910.595016199,8359954.504947436,48438.99984554491,17887217578.24706,4538813.13919657,16297369.38057813,3851.3133198230817,13807915.471296942,10132930.569756793,24675077.01177751,3974.5408525825906,859083530.4522262,7188153.637069605,3256287.712092076,3626.2328356732714,1234998770.1650918
242,144059.06120584023,5604136.340376009,14032551.834688567,737677.996219209,206786.5153108483,6176957.4404444415,21333643.111500952,1316802.4974217487,1179553.831339732,3939862.019169093,2112524.9424313726,1351361.6354229688,592644.844838971,1949217.4087907947,8570336.137307106,16438130.43925926,351084.3232507799,6003277.322811592,3823118.481532962,371582.4303201258,3225319.8760678764,15992754.03592779,37497.018132037185,4330574.670099392,5909910.595016199,8359954.504947436,41471.702367232916,17887217578.247055,4538813.13919657,16297369.38057813,3851.316504290077,13805096.188645307,8696308.189858384,24675077.01177751,3977.8013593306305,859083530.4487159,7188153.637069605,3256287.712092076,3604.210768952711,1234519199.9464579
243,144059.06120584023,5604136.340376009,14032550.512629833,737035.1141277855,206786.5153108483,6176957.4404444415,21327374.45165932,1316789.2095527055,1179553.831339732,3939862.019169093,2112516.903083283,1351361.6354229688,592644.844838971,1949217.4087907947,8565234.87082984,16438022.048741616,351084.3232507799,6003277.322811592,3774692.302692065,370318.2573596465,3225319.8760678764,15992754.03592779,34941.82818500035,4330521.452827649,5909910.595016199,8359954.504947436,32056.133345587798,17887217578.247055,4538813.13919657,16297369.38057813,3851.3164806363825,13802344.762958862,8696308.189858384,24675077.01177751,3970.25191329084,859083530.4447471,7188153.637069605,3256287.712092076,3604.0788689188703,1234136237.1732297
244,144059.06120584023,5604136.340376009,14022720.455928525,736359.376601339,206786.5153108483,6176957.4404444415,21322299.67560263,1316789.2095527055,1179553.831339732,3939862.019169093,2112514.1495445813,1351299.069856481,592644.844838971,1949217.4087907947,8565234.872709125,16437908.664237285,351084.3232507799,6003277.322811592,3774652.1210878,369452.107112302,3225319.8760678764,15992754.03592779,34853.55053803922,4330468.99168941,5909910.595016199,8359954.504947436,32056.110645498906,17887217578.24705,4538813.13919657,16297369.38057813,3829.1408030399166,13799367.262999896,8696308.189858384,24675077.01177751,3959.9235470703866,859083530.440525,7188153.637069605,3256287.712092076,3603.9861957968387,1233487801.137879
245,144059.06120584023,5604136.340376009,14027773.44636337,735618.3735796697,206786.5153108483,1559861.4926449042,18130466.376346964,1316788.848329031,1179553.831339732,3939862.019169093,2112064.7859405223,1351299.069856481,592644.844838971,1949217.4087907947,8565229.848257111,16437811.637840105,351084.3232507799,6003277.322811592,3773330.255225779,367988.764808933,3225319.8760678764,15992754.03592779,34852.994168328165,4330425.654362548,5909910.595016199,8359954.504947436,24386.9029534111,17887217578.24705,4538813.13919657,16297369.38057813,3828.9236601540088,13796698.827768467,8696308.189858384,24675077.01177751,3959.9235469032633,859083530.4360402,7188153.637069605,3256287.712092076,3597.6646685034193,1232862791.6299555
246,136588.06877852726,5604136.340376009,14027713.86967349,735034.8891859117,206786.5153108483,1559861.4926449042,18130474.648693327,1316788.104951079,1179553.831339732,3939862.019169093,2108161.365657776,1351299.069856481,592644.844838971,1949217.4087907947,8565229.620116582,16437702.842296798,351084.3232507799,6003277.322811592,3698699.4823308904,366951.8840228588,3225319.8760678764,15992754.03592779,34729.93458551197,4330383.640351883,5909910.595016199,8359954.504947436,17718.330618278458,17887217578.247047,4538813.13919657,16297369.38057813,3809.5373211844008,13794182.40233542,4430568.662619708,24675077.01177751,3955.9558427572665,859083530.4310291,7188153.637069605,3256287.712092076,3587.3555314628275,1232363927.6731794
247,136588.06877852726,5604136.340376009,14025433.839612998,734173.3097548394,206786.5153108483,1559861.4926449042,18055221.130153,1316780.6847430659,1179553.831339732,3939862.019169093,2107993.5545306057,1351283.8804383462,592644.844838971,1949217.4087907947,8564614.528473388,16437605.153519576,351084.3232507799,6003277.322811592,3698684.1016027243,364836.1566969643,3225319.8760678764,15992754.03592779,34196.21801772689,4330336.698656569,5909910.595016199,8359954.504947436,23513.814135345423,17887217578.247047,4538813.13919657,16297369.38057813,3808.5330880695365,13791923.752389643,4430568.662619708,24675077.01177751,3955.8163438931824,859083530.4258782,7188153.637069605,3256287.712092076,3586.970789322579,1231841020.2407925
248,136588.06877852726,5604136.340376009,14020714.056834504,733464.6699238153,206786.5153108483,1559861.4926449042,17535094.548298948,1316762.5920187605,1179553.831339732,3939862.019169093,2107993.5536978575,1351283.8804383462,592644.844838971,1949217.4087907947,8561838.85655444,16437506.051543565,351084.3232507799,6003277.322811592,3516984.6350511126,364101.61537022446,3225319.8760678764,15992754.03592779,34196.21801772689,4330284.571732266,5909910.595016199,8359954.504947436,16509.125706775427,17887217578.247044,4538813.13919657,16297369.38057813,3809.171111167654,13789163.216645725,4430568.662619708,24675077.01177751,3205.428484953628,859083530.4217578,7188153.637069605,3256287.712092076,3583.7680831809325,1231249091.0335584
249,136588.06877852726,5604136.340376009,13985447.220708909,732919.9316484206,206786.5153108483,1559861.4926449042,17449585.193533167,1316754.3811894183,1179553.831339732,3939862.019169093,2107449.833144673,1351283.1241466117,592644.844838971,1949217.4087907947,8560367.280317172,16437406.921768859,351084.3232507799,6003277.322811592,3516984.6350591904,364101.61537022446,3225319.8760678764,15992754.03592779,34019.26235062421,4330228.677625843,5909910.595016199,8359954.504947436,16202.970974880927,17887217578.247044,4538813.13919657,12649608.368854903,3808.4689589556488,13786862.75177436,4430568.662619708,24675077.01177751,3205.428484953628,859083530.4147818,7188153.637069605,3256287.712092076,3581.8260029533876,1230627100.4930298
250,135915.30627093528,5604136.340376009,13541872.407286339,732379.9425779782,206786.5153108483,1559861.4926449042,17372067.378091633,1316742.3251340254,1179553.831339732,3939862.019169093,2107507.3044117903,1351279.6692982807,592644.844838971,1949217.4087907947,8560400.093899835,16437316.37129196,351084.3232507799,6003277.322811592,3504979.039699896,363287.8240574723,3225319.8760678764,15992754.03592779,25069.78384307379,4330184.774162124,5909910.595016199,8359954.504947436,13619.0142887767,17887217578.247044,4538813.13919657,12649608.368854903,3807.861007877729,13784703.602132048,4430568.662619708,24675077.01177751,3205.4400829477627,859083530.4082129,7188153.637069605,3256287.712092076,3576.9042549971837,1229857215.3957357
251,132361.99171799183,5604136.340376009,13822566.2945111,731873.5508470763,206786.5153108483,1559861.4926449042,17372069.228776176,1316737.8653581364,1179553.831339732,3939862.019169093,2107507.194836749,1351257.3323183614,592644.844838971,1949217.4087907947,8559546.299953412,16437221.124056743,351084.3232507799,6003277.322811592,3484368.5804611132,362852.7487020899,3225319.8760678764,15992754.03592779,24964.11194673732,4330150.161963681,5909910.595016199,8359954.504947436,7895.566036764662,17887217578.247044,4538813.13919657,12649608.368854903,3807.2809971451593,13782461.520904623,4430568.662619708,24673855.691176154,3198.246431509785,859083530.402955,7147819.897409756,3256287.712092076,3576.3923476506066,1229241227.143166
252,132361.99171799183,5604136.340376009,13822621.400216416,731200.0157296952,206786.5153108483,1559857.0475306252,17372047.287646197,1316737.8653581364,1179553.831339732,3939862.019169093,2107315.1274576206,1351257.3323183614,592644.844838971,1949217.4087907947,8559552.939556034,16437104.103312224,351084.3232507799,6003277.322811592,3472313.781421254,362525.3638591418,3225319.8760678764,15992754.03592779,24813.40133671494,4330087.89067071,5909910.595016199,8359954.504947436,7788.267655761849,17887217578.247044,4538813.13919657,12649608.368854903,3807.274512969375,13779928.21619955,4430568.662619708,24673855.691176154,3198.02447407192,859083530.3968753,6885111.627251875,3256287.712092076,3538.7296462542345,1228749573.3668175
253,132361.99171799183,5604136.340376009,13822532.976666242,730044.467365674,206786.5153108483,1559857.0475306252,17365771.94508936,1316737.8653581364,1179553.831339732,3939862.019169093,2107348.5673127216,1351246.2916610376,592644.844838971,1949217.4087907947,8559480.589813964,16437013.544714788,351084.3232507799,6003277.322811592,3472311.842023846,362176.4020456209,3225319.8760678764,15992754.03592779,24773.167028884323,4330032.994073715,5909910.595016199,8359954.504947436,7732.232597576429,17887217578.247044,4538813.13919657,12649608.368854903,3796.973219046641,13777462.42632675,4430568.662619708,24673855.691176154,3146.185364002921,859083530.3895954,6885111.627251875,3256287.712092076,3538.7296349097173,1228181177.305671
254,132361.99171799183,5604136.340376009,13805834.25405485,729142.7690921607,206786.5153108483,1559857.0475306252,17365407.603716288,1316736.0271026017,1179553.831339732,3939862.019169093,2107260.126068061,1351202.5306527005,540653.645260835,1949217.4087907947,8559481.790617729,16436920.08027833,351084.3232507799,6003277.322811592,3478955.5228166464,362118.3612639765,3225319.8760678764,15992754.03592779,24796.793508136674,4329989.811609714,5909910.595016199,8359954.504947436,7709.034994900201,17887217578.247044,4538813.13919657,12649608.368854903,3796.853314740547,13774741.969808757,4430568.662619708,24673855.691176154,3138.7000376215083,859083530.3828857,6885111.627251875,3256287.712092076,3536.248346105416,1227578028.5409844
255,132361.99171799183,5604136.340376009,13559828.669002922,728435.964340351,206786.5153108483,1559857.0475306252,17353882.264029387,1316735.7408737843,1179553.831339732,3939862.019169093,2107260.4056808827,1351196.3705145293,540653.645260835,1949217.4087907947,8559481.819895513,16436826.276761007,351084.3232507799,6003277.322811592,3478955.5404363433,361799.80404237914,3225319.8760678764,15992754.03592779,24795.02572533182,4329937.982495373,5909910.595016199,3878329.6505321376,6234.648846853705,17887217578.247044,4538813.13919657,12649608.368854903,3795.8991707265013,13771261.427183814,4430568.662619708,24673855.691176154,3136.315377345261,859083530.3757775,6885111.627251875,3256287.712092076,3531.0128184138007,1227011125.8249955
256,132361.99171799183,5604136.340376009,13541392.378198,727554.4296256502,206786.5153108483,1559857.0475306252,17349049.649808012,1316735.7408737843,1179553.831339732,3939862.019169093,2106901.0092904232,1351196.3705145293,540653.645260835,1949217.4087907947,8559481.052614626,16436741.349354366,351084.3232507799,6003277.322811592,3478857.087449135,361632.582853568,3225319.8760678764,15992754.03592779,24690.457522458135,4329880.9193036975,5909910.595016199,3878329.6505321376,5523.797199291916,17887217578.24704,4538813.13919657,12649608.368854903,3796.227631403681,13768491.238647215,4430568.662619708,24673855.691176154,3134.9179011222354,859083530.3696029,6885111.627251875,3256287.712092076,3490.4807835487018,1226391822.0186236
257,132361.99171799183,5604136.340376009,13541327.661225181,726735.7714972441,206786.5153108483,1559857.0475306252,17327320.796144005,1316735.7408737843,1179553.831339732,3939862.019169093,2106940.367856418,1351196.3705145293,540653.645260835,1949217.4087907947,8539672.850139167,16436647.252554566,351084.3232507799,6003277.322811592,3478904.7485526935,361223.26969676133,3225319.8760678764,15992754.03592779,23927.51457430605,4329833.761156126,5909910.595016199,3878329.6505321376,5522.518177817525,17887217578.24704,4538813.13919657,12649608.368854903,3796.6500631534395,13766284.077583382,4430568.662619708,24673855.691176154,3135.2666044709185,859083530.3601537,6885111.627251875,3256287.712092076,3490.472423652678,1225819147.3007061
258,132361.99171799183,5604136.340376009,13541327.661225181,725865.8388810854,206786.5153108483,1559857.0475306252,17313924.93618812,1316733.1880151127,1179553.831339732,3939862.019169093,2106940.3676636545,1351196.3705145293,540653.645260835,1949217.4087907947,8539411.851655655,16436553.43739367,351084.3232507799,6003277.322811592,3477061.0164204,360827.4055994516,3225319.8760678764,15403660.236026239,23918.70027383312,4329789.669062416,5909910.595016199,3878329.6505321376,5397.099706918871,17887217578.24704,4538813.13919657,12649608.368854903,3796.531277143509,13763542.43341068,4430568.662619708,24673855.691176154,3135.188093651489,859083530.3523988,6885111.627251875,3256287.712092076,3488.8951897485085,1225361998.1713438
259,132361.99171799183,5604136.340376009,13529343.300678404,724940.299627125,206786.5153108483,1559857.0475306252,17313861.58919262,1316733.1880151127,1179553.831339732,3939862.019169093,2106940.3676636545,1351196.3705145293,540653.645260835,1949217.4087907947,8538671.916917704,16436456.15006219,351084.3232507799,6003277.322811592,3477061.48189094,360602.34602558747,3225319.8760678764,15403623.395984761,23905.882641377673,4329731.8298736075,5909910.595016199,3762211.9557587868,4651.256156877293,17887217578.24704,4538813.13919657,12649608.368854903,3796.4523430745703,13760774.663757343,4430568.662619708,24673855.691176154,3135.1880936517337,859083530.3462031,6885111.627251875,3256287.712092076,3484.840371899124,1224683293.0956848
